mav1,rms1,zc1,wl1,ssc1,mav_slope1,ar_coeff1,psd1,mav2,rms2,zc2,wl2,ssc2,mav_slope2,ar_coeff2,psd2,label
18.903,42.6178249093029,0.306,25786,0.3635,25.8118118118118,0.0955637540781285,0.26953125,4.863,7.94550187212866,0.407,6146,0.4575,6.15215215215215,0.237331594845703,0.171875,front
18.328,50.4905733776118,0.285,25978,0.337,26.004004004004,0.124769290552387,0.24609375,3.791,5.96648975529163,0.3855,4891,0.4225,4.8958958958959,0.195480591216558,0.265625,front
14.37,37.8220041774626,0.2595,19454,0.3115,19.4734734734735,0.072152939526214,0.2734375,4.305,6.88236877826232,0.3855,5602,0.4325,5.60760760760761,0.208411105447955,0.19140625,front
24.469,60.5867394732544,0.314,31655,0.376,31.6866866866867,0.113238741412796,0.265625,4.657,6.77325623315699,0.424,6131,0.467,6.13713713713714,0.223083666598174,0.19140625,front
12.278,34.3686194078261,0.2765,16430,0.337,16.4464464464464,0.155935031748521,0.29296875,3.385,5.33075979575145,0.401,4548,0.445,4.55255255255255,0.191716197730482,0.203125,front
12.911,42.1921201173869,0.248,17664,0.3115,17.6816816816817,0.0969114078236304,0.25390625,2.754,4.86127555277419,0.364,3678,0.4195,3.68168168168168,0.202859312551179,0.2578125,front
17.365,37.1875920166929,0.328,23334,0.3895,23.3573573573574,0.118554662327843,0.2421875,4.14,6.01265332444837,0.425,5532,0.449,5.53753753753754,0.155763358051514,0.19921875,front
10.646,28.0345144420231,0.287,14474,0.3685,14.4884884884885,0.15530077027763,0.19140625,2.829,4.65929179167822,0.3735,3697,0.425,3.7007007007007,0.208249608870851,0.19140625,front
13.51,36.0781374242075,0.2695,18156,0.33,18.1741741741742,0.0609202283652348,0.28515625,3.053,5.27892034416129,0.349,3972,0.394,3.97597597597598,0.22578671895925,0.17578125,front
13.886,35.115096468613,0.32,17654,0.376,17.6716716716717,0.108093709981727,0.22265625,2.944,4.61909081963107,0.3585,3619,0.414,3.62262262262262,0.246109861267342,0.1796875,front
11.058,28.21535043199,0.307,13908,0.3675,13.9219219219219,0.131056176310919,0.25390625,3.24,4.84107426094663,0.405,4262,0.453,4.26626626626627,0.206426502506549,0.2109375,front
11.251,26.8764022889969,0.288,15056,0.344,15.0710710710711,0.139275438883474,0.2421875,2.507,4.15270995856922,0.329,3232,0.374,3.23523523523524,0.236640815492083,0.21875,front
7.734,21.5549066339894,0.292,9902,0.358,9.91191191191191,0.179208349064617,0.234375,3.311,5.16962281022513,0.3935,4255,0.44,4.25925925925926,0.232343426685226,0.171875,front
11.215,26.9451850986405,0.309,16006,0.365,16.022022022022,0.0814709559477667,0.28125,3.498,5.05766744656072,0.3865,4454,0.4295,4.45845845845846,0.264343271637196,0.1796875,front
10.241,23.7542206775975,0.2845,13797,0.3385,13.8108108108108,0.116991513229978,0.2421875,3.24,4.8024993492972,0.389,4094,0.44,4.0980980980981,0.278739962344959,0.15234375,front
15.622,34.459512474787,0.3095,20646,0.366,20.6666666666667,0.142602814517488,0.2265625,3.012,4.51752144433206,0.372,3896,0.407,3.8998998998999,0.219423142800302,0.19921875,front
8.888,22.2857353479754,0.281,10958,0.3435,10.968968968969,0.213948839194515,0.20703125,3.378,5.18439967595092,0.398,4380,0.444,4.38438438438438,0.224389108052953,0.19921875,front
9.4,22.8617147213414,0.296,12308,0.3585,12.3203203203203,0.096717005676243,0.23828125,2.284,3.52420203734122,0.3955,3117,0.4435,3.12012012012012,0.18920866927846,0.21875,front
9.545,26.3303057331281,0.2855,12669,0.354,12.6816816816817,0.111444104213209,0.2109375,4.3,7.34207055264385,0.4005,5657,0.439,5.66266266266266,0.208919032393022,0.203125,front
13.237,37.0005270232736,0.284,17066,0.3435,17.0830830830831,0.11763035788035,0.23828125,4.243,7.1208847764867,0.3855,5332,0.427,5.33733733733734,0.249609895121325,0.19140625,front
10.976,27.5879683920364,0.3155,15107,0.3745,15.1221221221221,0.138063322857537,0.203125,5.142,7.70869638784665,0.414,6521,0.458,6.52752752752753,0.233398863808869,0.1953125,front
15.303,38.0125110983213,0.2845,19545,0.3445,19.5645645645646,0.205960661857744,0.16796875,3.627,5.72529475223765,0.3845,4737,0.4335,4.74174174174174,0.174926003293466,0.2578125,front
10.262,25.7021010814291,0.29,13366,0.355,13.3793793793794,0.133031988144861,0.1875,4.553,6.87844459162099,0.3945,5771,0.438,5.77677677677678,0.234168814076912,0.18359375,front
18.912,43.2496242758246,0.296,24956,0.347,24.980980980981,0.175627253276438,0.203125,4.447,7.53478599563385,0.3885,5596,0.4395,5.6016016016016,0.252795824852655,0.16015625,front
12.009,26.3503889914362,0.344,15682,0.395,15.6976976976977,0.155161680876867,0.26953125,3.359,5.01408017486757,0.417,4476,0.457,4.48048048048048,0.169518297128209,0.20703125,front
8.959,21.8919848346375,0.3045,12243,0.3505,12.2552552552553,0.105719724960583,0.2265625,4.418,6.33198231204099,0.3875,5448,0.4395,5.45345345345345,0.261064320410731,0.16796875,front
22.684,52.7846000269018,0.307,29238,0.383,29.2672672672673,0.114437902669416,0.20703125,3.105,4.62720217842272,0.397,3978,0.4495,3.98198198198198,0.207592861851486,0.1640625,front
19.269,48.12871284379,0.321,26362,0.38,26.3883883883884,0.0293617883276589,0.26171875,4.079,6.34342178953914,0.397,5144,0.445,5.14914914914915,0.25950963667245,0.17578125,front
17.367,41.0477892218326,0.31,22994,0.3565,23.017017017017,0.133853066265876,0.234375,3.713,5.48352076680667,0.389,4686,0.44,4.69069069069069,0.225138874203423,0.17578125,front
7.255,18.6851010165854,0.308,9994,0.369,10.004004004004,0.135098291738543,0.22265625,4.704,6.79411510058521,0.398,5947,0.442,5.95295295295295,0.239162098254185,0.18359375,front
17.965,45.9981412667947,0.3125,24289,0.3685,24.3133133133133,0.0629959081601795,0.26171875,5.264,7.90986725552332,0.418,6660,0.446,6.66666666666667,0.204560979977317,0.1796875,front
13.837,35.4557329637959,0.2735,18035,0.3275,18.0530530530531,0.207400245670945,0.25,4.248,6.26721628795433,0.4,5407,0.433,5.41241241241241,0.21441714306017,0.16015625,front
16.597,41.9238476287661,0.2955,22632,0.3475,22.6546546546547,0.0642503406250491,0.26171875,3.206,5.31733015713713,0.364,4172,0.4135,4.17617617617618,0.191061436650948,0.18359375,front
17,46.5483834305768,0.309,22802,0.369,22.8248248248248,0.0707457451435495,0.21484375,2.762,4.72567455502387,0.38,3604,0.425,3.60760760760761,0.2113647794175,0.1640625,front
17.87,42.1578936855247,0.289,24820,0.347,24.8448448448448,0.0799907610898114,0.27734375,3.155,5.39416351253834,0.364,4052,0.421,4.05605605605606,0.182663285463925,0.16015625,front
11.071,24.7005060676902,0.296,14310,0.3515,14.3243243243243,0.131930110411692,0.21484375,3.347,6.31133900214527,0.3465,4365,0.4085,4.36936936936937,0.239897668284994,0.1640625,front
19.263,44.8264765512526,0.3145,25032,0.3655,25.0570570570571,0.13438326713255,0.265625,4.163,6.29833311281644,0.375,5122,0.415,5.12712712712713,0.28349734619136,0.18359375,front
9.024,23.0219460515396,0.301,12354,0.366,12.3663663663664,0.082656931102518,0.26171875,4.532,7.85824407867305,0.367,5765,0.415,5.77077077077077,0.203931354364257,0.26171875,front
16.198,40.976993545159,0.293,21874,0.3435,21.8958958958959,0.154013581288003,0.22265625,3.064,5.02015936002036,0.363,4016,0.419,4.02002002002002,0.159032859464615,0.23046875,front
22.444,47.3467211113927,0.3155,30198,0.3765,30.2282282282282,0.073128958466224,0.2578125,4.352,6.97839523099688,0.4025,5564,0.4465,5.56956956956957,0.220145689192195,0.171875,front
14.831,31.6296221918631,0.3105,19276,0.3675,19.2952952952953,0.148539486402883,0.21875,3.906,5.89185878988966,0.391,5051,0.432,5.05605605605606,0.224198138516424,0.19921875,front
16.056,35.4660682906916,0.288,21236,0.3365,21.2572572572573,0.124694371519751,0.23046875,3.864,6.18724494423811,0.396,5096,0.441,5.1011011011011,0.158290135808823,0.27734375,front
16.679,40.667025954697,0.294,21636,0.3565,21.6576576576577,0.154062021211601,0.1953125,3.862,5.57584074378026,0.384,4838,0.428,4.84284284284284,0.250167248847417,0.21484375,front
13.727,33.0776812972131,0.3315,18889,0.39,18.9079079079079,0.106394209764529,0.26953125,4.398,6.94233390150604,0.3975,5615,0.4365,5.62062062062062,0.217387487217218,0.19140625,front
22.637,50.3354050346275,0.319,30842,0.378,30.8728728728729,0.040533249053651,0.2734375,4.506,7.0427267446636,0.364,5376,0.408,5.38138138138138,0.316309600806743,0.16015625,front
19.633,45.4411597563266,0.293,26110,0.3465,26.1361361361361,0.0865662784381565,0.28515625,4.57,6.91071631598346,0.394,5664,0.44,5.66966966966967,0.206051663477312,0.20703125,front
17.166,41.0505785586513,0.3025,23897,0.3635,23.9209209209209,0.0614231523249345,0.25390625,4.987,7.53969495404158,0.396,6272,0.447,6.27827827827828,0.24829106105721,0.1796875,front
19.009,42.1904136030924,0.2525,24887,0.293,24.9119119119119,0.114053830729468,0.2265625,3.458,5.38794951720968,0.42,4689,0.472,4.69369369369369,0.0970505595793876,0.265625,front
21.422,49.9556803576931,0.2905,28281,0.34,28.3093093093093,0.165221520948956,0.18359375,3.257,5.70867760519019,0.4065,4343,0.459,4.34734734734735,0.128818055867503,0.26953125,front
19.454,42.4763699013934,0.311,25962,0.3625,25.987987987988,0.151833886005338,0.234375,4.117,6.4268966072281,0.426,5683,0.476,5.68868868868869,0.125845825830984,0.26953125,front
17.209,38.1267229118895,0.277,22214,0.321,22.2362362362362,0.185506693460901,0.18359375,3.475,5.55634772130039,0.399,4702,0.45,4.70670670670671,0.175245681493569,0.1953125,front
27.909,61.4307496291556,0.28,36550,0.313,36.5865865865866,0.124216532931237,0.203125,4.345,6.79683749989655,0.406,5824,0.464,5.82982982982983,0.154983127598536,0.19921875,front
16.611,34.7372278686714,0.289,21628,0.336,21.6496496496497,0.206614857972397,0.19921875,4.247,6.42580734227225,0.41,5460,0.467,5.46546546546547,0.158817396714152,0.203125,front
17.501,36.1932175966713,0.2535,22847,0.296,22.8698698698699,0.0931860000527207,0.25,3.022,4.63529934308454,0.4005,3979,0.451,3.98298298298298,0.143609678010665,0.23046875,front
22.18,47.4748143756245,0.25,29382,0.291,29.4114114114114,0.103584296198966,0.21484375,3.576,5.62032027557149,0.4,4802,0.4485,4.80680680680681,0.167186221092127,0.23828125,front
21.008,51.7650461218765,0.28,30026,0.332,30.0560560560561,0.0413634388379058,0.27734375,3.834,6.14328902136307,0.4005,4933,0.4525,4.93793793793794,0.194910427224089,0.22265625,front
16.245,40.7595019596658,0.289,21578,0.321,21.5995995995996,0.0824661100098289,0.26171875,5.142,7.88111667214742,0.4155,6626,0.4555,6.63263263263263,0.250755927095182,0.1953125,front
18.491,34.7113382052608,0.308,24188,0.355,24.2122122122122,0.163548202182059,0.18359375,3.978,5.99399699699625,0.437,5523,0.4725,5.52852852852853,0.0563133281371785,0.26171875,front
26.206,52.2265066800375,0.313,34620,0.352,34.6546546546547,0.167342372683196,0.23046875,3.674,5.32503521115119,0.421,4831,0.468,4.83583583583584,0.12645318456369,0.2578125,front
17.792,38.153636786026,0.303,24994,0.353,25.019019019019,0.105914867161693,0.265625,3.76,5.58945435619614,0.4005,5009,0.449,5.01401401401401,0.178889986024603,0.17578125,front
15.893,33.7353375557441,0.28,20460,0.336,20.4804804804805,0.140367580560662,0.25390625,5.063,7.66765935602254,0.418,6741,0.4595,6.74774774774775,0.14103903883099,0.28515625,front
7.547,22.2026800184122,0.2445,9771,0.31,9.78078078078078,0.121540956626548,0.2734375,2.433,4.49277197284705,0.3455,3301,0.4165,3.3043043043043,0.178496031735405,0.2109375,front
15.52,39.4216945348624,0.3015,20279,0.364,20.2992992992993,0.134727843815561,0.2734375,2.967,4.90540518204154,0.386,4018,0.438,4.02202202202202,0.115903863886602,0.26171875,front
12.496,30.0625348232646,0.2665,16659,0.3215,16.6756756756757,0.127128568871585,0.203125,3.223,5.01388073252645,0.3945,4253,0.443,4.25725725725726,0.160666779220717,0.16796875,front
2.794,6.80249954061005,0.265,3557,0.3255,3.56056056056056,0.211646836168237,0.2578125,19.488,50.2020915898929,0.351,24719,0.3965,24.7437437437437,0.202716711444801,0.1796875,left
2.78,6.59848467452945,0.309,3528,0.358,3.53153153153153,0.249201069331593,0.1953125,21.317,46.2969869429966,0.358,26175,0.404,26.2012012012012,0.2376722722053,0.19921875,left
1.947,4.35786645045486,0.262,2637,0.319,2.63963963963964,0.179401788967462,0.2265625,21.312,48.3689363124723,0.392,27690,0.438,27.7177177177177,0.192413158242227,0.17578125,left
2.044,5.86293441887252,0.2895,2569,0.3475,2.57157157157157,0.233069159292631,0.1953125,10.526,30.2460906564799,0.365,13457,0.43,13.4704704704705,0.22523412727917,0.20703125,left
1.537,3.21138599361709,0.284,2130,0.343,2.13213213213213,0.155730747531352,0.18359375,25.659,58.9390278168889,0.3425,31048,0.392,31.0790790790791,0.243952048966914,0.2265625,left
2.162,4.33105068083947,0.328,2856,0.382,2.85885885885886,0.207677036397618,0.21875,25.351,49.995209770537,0.372,32072,0.422,32.1041041041041,0.189159392523028,0.19921875,left
5.06,9.94092551023294,0.387,6427,0.444,6.43343343343343,0.26374302823404,0.18359375,21.983,47.2989957610096,0.371,26896,0.436,26.9229229229229,0.244019031721813,0.17578125,left
4.509,7.42179223638064,0.398,5735,0.449,5.74074074074074,0.19801971020219,0.1875,20.363,45.8267280088815,0.35,24716,0.414,24.7407407407407,0.282587138447728,0.17578125,left
4.191,6.10286817816017,0.405,5385,0.449,5.39039039039039,0.173861142762107,0.2109375,24.555,49.9745034992845,0.372,30625,0.426,30.6556556556557,0.211317878641369,0.2578125,left
3.159,6.90702540895862,0.342,4125,0.406,4.12912912912913,0.168460235174946,0.203125,14.92,36.9838343063561,0.377,18522,0.431,18.5405405405405,0.174850198976751,0.22265625,left
6.566,16.3187009286891,0.383,8565,0.432,8.57357357357357,0.148390734902226,0.21484375,21.212,47.9831220326481,0.352,26837,0.397,26.8638638638639,0.221025082068465,0.17578125,left
3.479,5.38135670625912,0.382,4625,0.425,4.62962962962963,0.211066543457902,0.17578125,20.717,46.2728970348735,0.357,25767,0.419,25.7927927927928,0.243251782852684,0.19140625,left
3.933,6.55263305854982,0.3895,5054,0.442,5.05905905905906,0.189248298195671,0.2421875,23.654,56.9496795425576,0.365,29266,0.417,29.2952952952953,0.256443437391714,0.1875,left
2.477,6.0599504948473,0.2565,3042,0.3095,3.04504504504504,0.267487850385356,0.21484375,13.471,34.7650830575737,0.336,16366,0.396,16.3823823823824,0.279915505950347,0.18359375,left
1.999,4.3629118716747,0.274,2748,0.3235,2.75075075075075,0.182400705978625,0.16796875,17.439,39.065624275058,0.325,21288,0.3995,21.3093093093093,0.244831345785526,0.171875,left
4.002,8.20670457613773,0.3685,5085,0.4185,5.09009009009009,0.240610156518176,0.21484375,21.994,50.2901580828695,0.3585,27875,0.4205,27.9029029029029,0.209186341941676,0.1796875,left
4.725,10.1484481572307,0.2995,6187,0.3615,6.19319319319319,0.169844853815061,0.19140625,21.525,46.7001820124933,0.3645,28429,0.4205,28.4574574574575,0.161654571253006,0.2265625,left
2.541,4.9994999749975,0.32,3356,0.368,3.35935935935936,0.194917403939358,0.2265625,24.184,53.3222655182617,0.35,29858,0.4075,29.8878878878879,0.228865022779331,0.20703125,left
2.769,6.86476510887299,0.283,3500,0.337,3.5035035035035,0.254514573024262,0.2265625,25.221,51.7820721871962,0.3755,31283,0.433,31.3143143143143,0.23393171180381,0.19140625,left
2.438,4.83797478290245,0.3115,3231,0.3585,3.23423423423423,0.170988432342225,0.22265625,21.987,46.649362267881,0.36,28928,0.418,28.956956956957,0.164578059131295,0.2109375,left
1.714,3.61994475095961,0.2645,2255,0.317,2.25725725725726,0.189930811486742,0.22265625,19.135,45.2162470800043,0.3455,23248,0.403,23.2712712712713,0.248389757873058,0.1875,left
3.214,7.82342635933898,0.252,4034,0.3155,4.03803803803804,0.199326811000577,0.18359375,18.551,40.1849101031718,0.3455,23532,0.395,23.5555555555556,0.210964812500307,0.23828125,left
7.427,14.5741208997318,0.4035,9637,0.4535,9.64664664664665,0.199221897460234,0.24609375,22.588,49.7535928350908,0.3495,27858,0.4075,27.8858858858859,0.244310462459794,0.20703125,left
2.439,5.9141356088612,0.2825,3215,0.3325,3.21821821821822,0.207699218585216,0.18359375,22.324,50.3476911089277,0.347,28700,0.406,28.7287287287287,0.210673626995442,0.26171875,left
1.796,4.36325566521147,0.274,2390,0.324,2.39239239239239,0.232532347562935,0.16796875,22.811,52.4373626339083,0.345,28314,0.4035,28.3423423423423,0.195068590876697,0.234375,left
3.538,6.43645865363866,0.3705,4539,0.4335,4.54354354354354,0.227998407961434,0.171875,19.635,46.7931298376161,0.3515,24763,0.4135,24.7877877877878,0.226210694667538,0.19140625,left
4.052,7.02751734256131,0.394,5435,0.448,5.44044044044044,0.163769226842925,0.23046875,21.613,48.0984926998757,0.35,27458,0.395,27.4854854854855,0.224956497567753,0.1875,left
5.783,10.7015419449722,0.3725,7625,0.4335,7.63263263263263,0.167285140656886,0.20703125,22.264,45.0694131313023,0.366,27826,0.407,27.8538538538539,0.239342947016358,0.19140625,left
1.718,3.87117553205741,0.2105,2156,0.262,2.15815815815816,0.221006508717722,0.1640625,19.479,47.5924258679887,0.3185,24688,0.369,24.7127127127127,0.217626390220112,0.203125,left
2.056,4.50244378088167,0.2525,2721,0.304,2.72372372372372,0.189571761890494,0.21875,19.867,43.9235130653276,0.3205,24435,0.371,24.4594594594595,0.222339874362166,0.18359375,left
2.773,6.76025147461246,0.2535,3681,0.2895,3.68468468468468,0.184327320482842,0.18359375,23.496,49.7379332099757,0.371,29745,0.42,29.7747747747748,0.166550916474715,0.26171875,left
1.392,3.93751190474391,0.235,1900,0.2915,1.9019019019019,0.133379337666728,0.23828125,18.099,40.6251769226917,0.358,22328,0.4035,22.3503503503504,0.225784889520252,0.1484375,left
4.451,10.0797321392981,0.302,5778,0.361,5.78378378378378,0.195805088089692,0.1953125,21.723,47.4347446498872,0.3725,26708,0.4185,26.7347347347347,0.22320816637608,0.1953125,left
1.594,3.57966478877562,0.245,2166,0.294,2.16816816816817,0.18526509686224,0.23828125,24.678,54.9015482477498,0.343,30164,0.3925,30.1941941941942,0.238919964457692,0.19140625,left
1.834,4.15355269618672,0.264,2552,0.3305,2.55455455455455,0.161836114304918,0.2265625,20.799,44.1380901263297,0.3875,26205,0.4305,26.2312312312312,0.19891760950321,0.1640625,left
2.613,7.78080972650019,0.242,3400,0.2985,3.4034034034034,0.231098047104168,0.22265625,19.078,47.732672248681,0.309,22754,0.36,22.7767767767768,0.277444554526384,0.17578125,left
1.179,2.89188519827465,0.2205,1635,0.274,1.63663663663664,0.155920794657977,0.22265625,16.99,40.5007407339668,0.323,21506,0.3785,21.5275275275275,0.152772309458115,0.2421875,left
1.386,3.34544466401703,0.235,1874,0.2895,1.87587587587588,0.226232746768479,0.1640625,16.144,38.6355276914914,0.296,20070,0.352,20.0900900900901,0.245067095852038,0.18359375,left
1.499,3.51269127593075,0.229,2016,0.295,2.01801801801802,0.216217284006704,0.19140625,16.813,41.5271116260209,0.2935,21489,0.3575,21.5105105105105,0.199458027289588,0.265625,left
2.18,5.2480472558848,0.243,2826,0.3,2.82882882882883,0.226675809395761,0.20703125,14.739,38.3858437447974,0.3065,19801,0.3735,19.8208208208208,0.152233521611613,0.19140625,left
3.058,8.34877236484503,0.245,3965,0.287,3.96896896896897,0.250748327510347,0.21875,18.093,43.0367633541371,0.3125,22625,0.3685,22.6476476476476,0.224633530665219,0.22265625,left
2.626,6.81043317271376,0.225,3295,0.275,3.2982982982983,0.224789039339022,0.1953125,19.366,44.7570553097498,0.372,24430,0.4275,24.4544544544545,0.215159381382126,0.18359375,left
4.335,8.23401481660071,0.339,5648,0.4025,5.65365365365365,0.176265568123797,0.1953125,18.662,46.4694308120941,0.354,22637,0.4095,22.6596596596597,0.262499492452791,0.171875,left
7.7,14.9130144504724,0.4,9944,0.45,9.95395395395395,0.153403186239462,0.20703125,26.178,53.4177498590122,0.39,32749,0.437,32.7817817817818,0.177189800919454,0.23046875,left
5.429,8.98604473614504,0.397,6919,0.464,6.92592592592593,0.209133764926341,0.1953125,11.655,33.6720210263655,0.3735,14922,0.417,14.9369369369369,0.214385663469988,0.203125,left
3.723,8.27496223556337,0.2875,4540,0.337,4.54454454454455,0.231705078305104,0.203125,18.849,46.3403819578562,0.311,22421,0.3635,22.4434434434434,0.278692342314878,0.1796875,left
3.131,8.1205295393835,0.289,4088,0.344,4.09209209209209,0.197185036298799,0.2109375,14.756,40.9179911530368,0.34,19823,0.395,19.8428428428428,0.109403573473529,0.26953125,left
3.471,5.82022336341141,0.359,4369,0.414,4.37337337337337,0.24337154932416,0.18359375,17.865,45.245032876549,0.357,23024,0.412,23.047047047047,0.164391736456995,0.19921875,left
5.664,9.35008021355967,0.3955,7063,0.443,7.07007007007007,0.247387428327923,0.19140625,19.09,46.9486315029523,0.368,23441,0.417,23.4644644644645,0.284799436983971,0.17578125,left
6.249,10.7050922462163,0.398,8095,0.4445,8.1031031031031,0.212461148364462,0.18359375,19.734,48.8083394513683,0.363,25073,0.399,25.0980980980981,0.225047382638294,0.234375,left
4.438,9.09318426075267,0.3505,5752,0.414,5.75775775775776,0.20006461862259,0.25390625,15.806,42.2811541942743,0.359,20105,0.411,20.1251251251251,0.262894318017045,0.19921875,left
6.205,12.9141395377315,0.375,7930,0.428,7.93793793793794,0.18452380952381,0.26953125,20.179,50.8681531019163,0.365,25774,0.412,25.7997997997998,0.173775411553753,0.23046875,left
4.04,7.16826338801805,0.357,5162,0.408,5.16716716716717,0.169942950799029,0.28125,19.782,45.7169552791959,0.341,24654,0.386,24.6786786786787,0.242138974025227,0.1875,left
2.865,5.92157073756617,0.3185,3783,0.3745,3.78678678678679,0.217109526063112,0.20703125,17.564,41.4038645539278,0.365,22623,0.415,22.6456456456456,0.181324703692613,0.21875,left
2.627,9.35131006864814,0.2475,3483,0.3135,3.48648648648649,0.225496193157087,0.21484375,20.777,51.6208969313785,0.3085,26216,0.369,26.2422422422422,0.169046178354428,0.25,left
3.926,11.2507777508935,0.27,4788,0.3305,4.79279279279279,0.289877285134538,0.16796875,17.345,43.5852383267546,0.3545,21848,0.408,21.8698698698699,0.219512694925848,0.21875,left
2.498,6.83959063102464,0.2385,3203,0.2955,3.20620620620621,0.27567918248766,0.1953125,19.962,55.9319765429401,0.371,25747,0.41,25.7727727727728,0.238900136835541,0.22265625,left
2.504,6.19241471479422,0.28,3172,0.3495,3.17517517517517,0.238511775908384,0.1796875,19.216,47.9474921137696,0.361,23782,0.3995,23.8058058058058,0.228640878425785,0.18359375,left
2.173,7.04080961253747,0.2465,2773,0.3085,2.77577577577578,0.156133286276807,0.23046875,17.451,45.780443422929,0.391,22606,0.4225,22.6286286286286,0.183782039823236,0.2109375,left
2.553,5.81644221152416,0.2875,3431,0.3445,3.43443443443443,0.118353583715503,0.23046875,22.047,53.4569265858036,0.3925,28269,0.413,28.2972972972973,0.204571988297023,0.171875,left
1.623,4.53089395152877,0.2505,2078,0.307,2.08008008008008,0.206187439872879,0.19140625,19.091,46.9923504413218,0.407,23834,0.4145,23.8578578578579,0.173155465557612,0.1953125,left
3.633,7.98379608958044,0.338,4783,0.394,4.78778778778779,0.205143332259806,0.16015625,20.612,48.7902449266244,0.3985,24910,0.42,24.9349349349349,0.249098605249069,0.203125,left
2.993,7.12972650246838,0.278,3796,0.348,3.7997997997998,0.212596239229904,0.23828125,20.643,53.4083045976934,0.381,26432,0.409,26.4584584584585,0.172557670041118,0.23046875,left
2.69,5.71804162279359,0.2865,3491,0.3465,3.49449449449449,0.181857493460306,0.17578125,23.09,55.3164713263599,0.389,28898,0.42,28.9269269269269,0.218473960358338,0.203125,left
3.406,7.53777155398066,0.2845,4391,0.351,4.3953953953954,0.206117855647468,0.21484375,19.699,47.8998016697356,0.397,25630,0.4325,25.6556556556557,0.134890815569433,0.234375,left
3.869,8.57210592561711,0.285,4900,0.3305,4.90490490490491,0.223362984236371,0.1640625,23.626,53.5935070694203,0.3805,28949,0.413,28.977977977978,0.22760579004277,0.20703125,left
3.092,6.95974137450523,0.284,4040,0.3395,4.04404404404404,0.186958231239731,0.21484375,26.156,58.1221300366736,0.386,33442,0.413,33.4754754754755,0.221327944067146,0.203125,left
2.763,5.68990333837052,0.2735,3505,0.3205,3.50850850850851,0.220268056317131,0.203125,25.907,58.5397386396626,0.403,32186,0.419,32.2182182182182,0.220060017585258,0.2109375,left
3.221,6.79006627360882,0.2955,4085,0.3505,4.08908908908909,0.201843578788496,0.26953125,19.279,46.8652429845403,0.386,24449,0.415,24.4734734734735,0.232219858570026,0.1796875,left
2.953,6.87146272637784,0.243,3800,0.2985,3.8038038038038,0.220284183928964,0.21484375,17.999,45.0973724290008,0.3705,22466,0.41,22.4884884884885,0.242435570233679,0.2109375,left
2.184,5.63116329012044,0.2525,2863,0.3085,2.86586586586587,0.211467675507578,0.15234375,16.382,39.3402846964787,0.371,20865,0.409,20.8858858858859,0.223529414252961,0.19921875,left
5.111,9.55096853727411,0.356,6634,0.426,6.64064064064064,0.225827537360149,0.19140625,20.584,49.2620949615422,0.383,25466,0.419,25.4914914914915,0.208127782455868,0.25390625,left
4.326,8.26583329132641,0.3725,5794,0.4265,5.7997997997998,0.152726975182066,0.203125,19.268,46.3516127011779,0.3915,24325,0.4205,24.3493493493493,0.184368004644108,0.23046875,left
3.258,8.53381509056764,0.2745,4215,0.3275,4.21921921921922,0.217051023660707,0.203125,17.383,45.3347879668583,0.3715,22862,0.4035,22.8848848848849,0.201124759773987,0.1953125,left
4.878,9.2147707513535,0.3785,6113,0.4255,6.11911911911912,0.243741736014429,0.1796875,16.25,38.2418095806148,0.3905,20061,0.42,20.0810810810811,0.271355210704954,0.17578125,left
4.733,8.12606916042437,0.4085,6226,0.459,6.23223223223223,0.188784755320247,0.17578125,20.255,49.0757883278506,0.389,25972,0.421,25.997997997998,0.193929024675494,0.234375,left
5.275,8.57023920319614,0.414,7031,0.468,7.03803803803804,0.183237891117582,0.1953125,21.979,44.6237941013536,0.398,27410,0.431,27.4374374374374,0.226200841435943,0.1796875,left
3.338,7.88910641327647,0.2875,4153,0.35,4.15715715715716,0.240362187727142,0.2109375,20.038,49.0412887269493,0.395,25399,0.4245,25.4244244244244,0.212349990855035,0.2109375,left
1.697,3.84564688966629,0.2685,2379,0.3225,2.38138138138138,0.15606194848997,0.2421875,18.848,42.7038171595936,0.3865,24062,0.418,24.0860860860861,0.193523275506168,0.17578125,left
1.747,3.66892354785433,0.294,2384,0.3485,2.38638638638639,0.188165936390168,0.21484375,20.563,45.2651411132231,0.3725,27025,0.417,27.0520520520521,0.201083023391258,0.20703125,left
1.792,4.02119385257662,0.277,2358,0.345,2.36036036036036,0.251635872402757,0.203125,17.76,39.9597297288157,0.399,23572,0.426,23.5955955955956,0.169973805598205,0.234375,left
2.224,4.52061942658304,0.3055,2917,0.3615,2.91991991991992,0.208611950110069,0.19140625,15.393,32.8527472215034,0.3855,19097,0.4085,19.1161161161161,0.239146636954391,0.22265625,left
1.935,3.63524414585871,0.318,2616,0.37,2.61861861861862,0.181911454675355,0.23828125,20.292,43.0953361745793,0.3995,25886,0.433,25.9119119119119,0.219930434135218,0.18359375,left
2.906,5.91929049802424,0.307,3800,0.3685,3.8038038038038,0.202921721458372,0.20703125,21.067,47.1641707231241,0.3945,26233,0.423,26.2592592592593,0.236234432422887,0.203125,left
4.926,9.11142140393034,0.371,6240,0.434,6.24624624624625,0.210737087837496,0.234375,25.266,55.234572506719,0.411,32358,0.417,32.3903903903904,0.198003036499712,0.23046875,left
