mav1,rms1,zc1,wl1,ssc1,mav_slope1,ar_coeff1,psd1,mav2,rms2,zc2,wl2,ssc2,mav_slope2,ar_coeff2,psd2,label
5.289,11.5056942424175,0.268,6390,0.3115,6.3963963963964,0.276473139585203,0.23828125,9.911,18.1630118647762,0.4105,12249,0.448,12.2612612612613,0.310305530818116,0.1875,stop
4.515,10.5530564293005,0.208,5512,0.251,5.51751751751752,0.291702152513207,0.1640625,8.171,15.4253363010341,0.374,9980,0.4205,9.98998998998999,0.284360022484884,0.21484375,stop
12.16,26.6758692454435,0.284,14936,0.322,14.950950950951,0.224156195307937,0.2265625,12.38,25.1925782721817,0.3945,15037,0.437,15.0520520520521,0.326699095524317,0.1796875,stop
6.575,17.4839068860481,0.234,8230,0.273,8.23823823823824,0.233758591031308,0.21875,10.982,20.8763981567702,0.3935,12835,0.436,12.8478478478478,0.337754553104539,0.1796875,stop
5.201,13.2116236700869,0.192,6290,0.231,6.2962962962963,0.304620477274966,0.1875,9.023,16.8842826320812,0.388,10859,0.434,10.8698698698699,0.327979946176865,0.15234375,stop
5.645,14.8937235102576,0.205,6826,0.248,6.83283283283283,0.269948961473117,0.171875,10.021,20.0965917508417,0.3795,12368,0.4285,12.3803803803804,0.239461925727245,0.19140625,stop
5.758,15.8332561401627,0.207,7238,0.25,7.24524524524525,0.209208707652003,0.1953125,9.255,19.5118169323105,0.3785,10931,0.423,10.9419419419419,0.338716634130911,0.171875,stop
6.415,14.9121091734201,0.2095,7351,0.2545,7.35835835835836,0.297399267643304,0.15234375,8.497,17.5597551235773,0.363,9682,0.4215,9.69169169169169,0.371213530980002,0.15625,stop
4.717,11.3867027712152,0.183,5728,0.221,5.73373373373373,0.259336447195039,0.24609375,9.362,18.4852914502315,0.362,11216,0.4245,11.2272272272272,0.302679643416435,0.17578125,stop
7.065,17.1431910681763,0.222,8492,0.269,8.5005005005005,0.276498652105746,0.15625,8.66,15.0705009870276,0.391,10489,0.444,10.4994994994995,0.315551279524331,0.19921875,stop
7.052,17.6668616341443,0.2295,8447,0.276,8.45545545545546,0.279592574258921,0.203125,9.851,17.2308734543551,0.3935,12225,0.441,12.2372372372372,0.265928925095122,0.203125,stop
7.499,18.2830796093,0.242,9064,0.275,9.07307307307307,0.288610120504268,0.1796875,11.505,21.0363732615677,0.3725,13585,0.4185,13.5985985985986,0.322283616016675,0.1875,stop
6.297,12.8649523901179,0.273,7452,0.303,7.45945945945946,0.264275249660611,0.18359375,8.948,16.8511720660612,0.359,10510,0.41,10.5205205205205,0.335723898884686,0.1796875,stop
5.764,12.2238291872882,0.218,7086,0.254,7.09309309309309,0.271873976745645,0.17578125,9.901,18.9687901564649,0.363,12138,0.4185,12.1501501501502,0.245334615314851,0.23046875,stop
6.984,18.1249551723584,0.198,8280,0.231,8.28828828828829,0.329163849483536,0.1640625,11.743,22.4223326172814,0.371,14376,0.416,14.3903903903904,0.258937658335589,0.171875,stop
9.31,22.082889303712,0.267,11290,0.312,11.3013013013013,0.299429490539709,0.1796875,14.071,25.4570029657853,0.3825,16809,0.42,16.8258258258258,0.306264994272881,0.17578125,stop
6.763,16.2616419835145,0.23,7888,0.261,7.8958958958959,0.273414020836609,0.21484375,10.621,18.9445770604677,0.3815,12583,0.4295,12.5955955955956,0.291131955675266,0.2265625,stop
5.601,14.0781745975819,0.223,6716,0.268,6.72272272272272,0.233470378274219,0.25,10.969,18.7810276609136,0.3895,13182,0.4355,13.1951951951952,0.290048395303205,0.203125,stop
7.75,18.4825863990947,0.214,9248,0.254,9.25725725725726,0.258964997783683,0.1796875,13.012,24.4732507035743,0.385,15276,0.429,15.2912912912913,0.308405271442158,0.17578125,stop
8.116,18.4472220130837,0.2525,9853,0.2845,9.86286286286286,0.27792812951936,0.17578125,10.974,20.4383952403314,0.358,12849,0.4,12.8618618618619,0.332459937977016,0.1796875,stop
7.012,18.9222091733497,0.1955,8191,0.2325,8.1991991991992,0.332509385017332,0.17578125,8.193,20.0214135365114,0.3345,9780,0.38,9.78978978978979,0.279900222014256,0.1953125,stop
6.361,16.2688352379634,0.214,7598,0.247,7.60560560560561,0.248126808808293,0.2265625,8.849,18.9466883649888,0.2995,10314,0.3485,10.3243243243243,0.341871411577706,0.14453125,stop
7.931,17.9048876008759,0.237,9568,0.2725,9.57757757757758,0.27679330933333,0.1953125,8.899,19.0313162970931,0.302,10528,0.3645,10.5385385385385,0.293764452838253,0.15625,stop
7.045,17.6561320792522,0.228,8776,0.2685,8.78478478478479,0.274160251810045,0.21875,9.418,24.7157844301976,0.302,11178,0.3555,11.1891891891892,0.326362401165551,0.1953125,stop
5.395,14.1047864216372,0.205,6676,0.2335,6.68268268268268,0.243705451625877,0.2109375,10.978,23.816506880733,0.304,12892,0.352,12.9049049049049,0.329935058768785,0.16015625,stop
6.346,14.784857118011,0.203,7708,0.228,7.71571571571572,0.250838421369157,0.19921875,9.119,17.6034939713683,0.331,11324,0.39,11.3353353353353,0.267813922277199,0.1875,stop
5.068,13.4756818009331,0.205,6122,0.2475,6.12812812812813,0.286677958213684,0.20703125,6.675,15.4552580049639,0.2855,8086,0.3405,8.09409409409409,0.236673186156684,0.21875,stop
6.748,14.5217767507974,0.2815,8005,0.3195,8.01301301301301,0.254647203215513,0.203125,12.506,22.2286751741979,0.4105,15198,0.443,15.2132132132132,0.304915139863161,0.16796875,stop
5.742,12.9359189855224,0.254,7360,0.3035,7.36736736736737,0.18480558352531,0.23828125,9.101,19.7163637621139,0.3545,11081,0.4095,11.0920920920921,0.272296150304372,0.16796875,stop
6.946,17.058429001523,0.1905,8586,0.234,8.5945945945946,0.254465806463748,0.1796875,10.767,22.5655268052842,0.377,12282,0.4305,12.2942942942943,0.333846083214606,0.16796875,stop
5.028,13.0875513370531,0.184,6097,0.2265,6.1031031031031,0.284391446432779,0.171875,6.161,15.9899656034652,0.2905,7701,0.349,7.70870870870871,0.256395599693046,0.15234375,stop
4.37,12.7997656228542,0.25,5581,0.286,5.58658658658659,0.202253854756813,0.2421875,6.965,15.1107577573065,0.378,8571,0.435,8.57957957957958,0.262362034390075,0.16015625,stop
5.804,12.9467370406601,0.271,7018,0.314,7.02502502502503,0.307930838946061,0.1640625,9.855,19.5646364648056,0.381,11529,0.434,11.5405405405405,0.323956568083803,0.16796875,stop
8.312,19.937953756592,0.2745,10138,0.3235,10.1481481481481,0.3149618836334,0.18359375,9.613,19.4096625421464,0.377,11886,0.42,11.8978978978979,0.278463653211129,0.20703125,stop
6.657,19.4389557332692,0.191,8196,0.2225,8.2042042042042,0.247295372470486,0.23828125,7.573,21.3878703942211,0.296,9185,0.349,9.19419419419419,0.264060760437768,0.15625,stop
7.226,19.1009423851285,0.2405,8742,0.2845,8.75075075075075,0.276631765456183,0.2109375,9.593,22.6953960088825,0.3225,11824,0.3715,11.8358358358358,0.260982246595815,0.20703125,stop
8.209,18.0436415393346,0.2595,10122,0.2985,10.1321321321321,0.263528246200745,0.203125,10.439,23.7095550358922,0.3105,12803,0.36,12.8158158158158,0.251395546632041,0.1875,stop
6.52,16.2798034386168,0.24,7786,0.286,7.79379379379379,0.314671988503524,0.1875,7.495,20.4623801157148,0.289,8938,0.342,8.94694694694695,0.301276087416304,0.1875,stop
5.231,13.185181075738,0.2485,6574,0.2955,6.58058058058058,0.202510113636093,0.2109375,7.146,16.1065825052989,0.3125,8409,0.3665,8.41741741741742,0.348973684336645,0.1796875,stop
7.507,17.9199609374574,0.226,9272,0.268,9.28128128128128,0.27664993844536,0.19140625,7.706,20.1196918465468,0.278,9322,0.336,9.33133133133133,0.28004015668348,0.21875,stop
6.59,15.3763454695841,0.2555,8245,0.2955,8.25325325325325,0.191889925598853,0.17578125,8.138,18.7608102170455,0.3225,9822,0.3775,9.83183183183183,0.303940175699787,0.15625,stop
7.745,17.9511280982561,0.276,9368,0.3205,9.37737737737738,0.29215909776154,0.171875,9.495,22.8283376530136,0.3515,11295,0.3995,11.3063063063063,0.279767070595014,0.1875,stop
6.725,17.1030698998747,0.25,8194,0.2945,8.2022022022022,0.26174811621611,0.171875,8.381,17.6805825695875,0.338,9900,0.3875,9.90990990990991,0.315521584353086,0.16015625,stop
6.352,15.2322683799886,0.2505,7489,0.2935,7.4964964964965,0.292019317724377,0.1640625,8.246,17.2850802717257,0.3295,9806,0.378,9.81581581581582,0.297548676303779,0.19921875,stop
6.41,13.8905723424199,0.305,7998,0.3575,8.00600600600601,0.23231250678205,0.203125,7.455,15.4964189411619,0.3775,9575,0.4235,9.58458458458459,0.183594395424459,0.16015625,stop
5.879,12.6132866454386,0.349,7136,0.398,7.14314314314314,0.28354707809521,0.16015625,6.303,16.552975563324,0.262,7520,0.312,7.52752752752753,0.30441298356645,0.16796875,stop
7.842,16.4799878640732,0.383,9603,0.4395,9.61261261261261,0.256679792859691,0.17578125,7.613,18.9678939263166,0.291,9198,0.343,9.20720720720721,0.306272332261341,0.18359375,stop
6.854,14.3074805608814,0.3125,8543,0.3585,8.55155155155155,0.234077323086312,0.2109375,8.946,23.4923391768466,0.298,10866,0.3515,10.8768768768769,0.310971384227159,0.19921875,stop
6.962,17.7993258299296,0.2535,8576,0.2925,8.58458458458459,0.23156653154521,0.18359375,9.528,22.6377560725439,0.317,11585,0.371,11.5965965965966,0.264275142110693,0.1640625,stop
7.242,15.4345067948412,0.283,9038,0.323,9.04704704704705,0.212298688430987,0.20703125,9.503,23.4702577744685,0.304,11540,0.359,11.5515515515516,0.245249314330514,0.234375,stop
6.165,15.8161626192955,0.2095,7532,0.2385,7.53953953953954,0.272662918289115,0.18359375,7.39,20.705941176387,0.2685,9803,0.329,9.81281281281281,0.207106521459379,0.265625,stop
6.459,17.5650505265428,0.1965,7933,0.2325,7.94094094094094,0.285087054618667,0.21875,7.652,17.8865312456049,0.2705,9029,0.3125,9.03803803803804,0.337596034875065,0.16796875,stop
6.22,15.6222917652949,0.2565,7427,0.2995,7.43443443443443,0.293258123769825,0.17578125,8.681,20.8894949675668,0.278,10338,0.328,10.3483483483483,0.29186166190349,0.203125,stop
5.134,12.4343073791828,0.186,6242,0.225,6.24824824824825,0.262286075152192,0.19921875,7.424,19.2593873215116,0.285,8770,0.341,8.77877877877878,0.308289025047661,0.1875,stop
6.797,16.9182445897912,0.257,8154,0.299,8.16216216216216,0.237329702022053,0.171875,8.145,21.1217660246486,0.264,10158,0.313,10.1681681681682,0.277430952684916,0.1796875,stop
7.005,16.2112615178462,0.233,8780,0.259,8.78878878878879,0.182037403319201,0.23828125,8.515,21.2204382612612,0.284,10820,0.3295,10.8308308308308,0.251137275937339,0.203125,stop
6.706,17.1076591034542,0.2415,8500,0.284,8.50850850850851,0.230136482377286,0.19921875,8.203,21.8162095699505,0.295,9719,0.339,9.72872872872873,0.337470485842046,0.16796875,stop
6.935,16.8997928981393,0.207,8546,0.237,8.55455455455456,0.21727914019413,0.2578125,6.626,17.6314491746992,0.3065,7921,0.35,7.92892892892893,0.2579499764151,0.1875,stop
6.816,17.7367979071759,0.1965,8451,0.2315,8.45945945945946,0.216958100550393,0.17578125,8.598,21.4748224672522,0.285,10715,0.33,10.7257257257257,0.297630088357578,0.16796875,stop
5.853,15.6958274710192,0.209,7412,0.245,7.41941941941942,0.233906239308752,0.2109375,7.177,17.2200754934466,0.3085,9005,0.362,9.01401401401401,0.255054459406675,0.203125,stop
7.805,16.4075287596883,0.238,9782,0.275,9.79179179179179,0.248382488046624,0.21875,8.741,21.1112529235003,0.3195,10459,0.369,10.4694694694695,0.238890316860948,0.21484375,stop
7.213,14.9098289728622,0.251,8842,0.287,8.85085085085085,0.22992040151497,0.1875,8.753,23.6097225735501,0.302,10266,0.3525,10.2762762762763,0.331214559190565,0.16796875,stop
6.163,13.0625035885163,0.2165,7492,0.2525,7.4994994994995,0.263976770973169,0.19140625,6.617,18.2857594865513,0.273,8162,0.317,8.17017017017017,0.266924549851516,0.19921875,stop
6.376,14.7692924678198,0.2265,7655,0.268,7.66266266266266,0.262150752106069,0.23046875,7.787,20.0267071681792,0.3065,9566,0.3625,9.57557557557558,0.250610243346735,0.1953125,stop
4.783,13.2463957361993,0.22,5598,0.259,5.6036036036036,0.308947305703475,0.16015625,7.424,17.3035834438997,0.2625,8827,0.3105,8.83583583583584,0.312180759627342,0.16015625,stop
7.24,20.1293318319312,0.1885,8840,0.23,8.84884884884885,0.232786917613146,0.17578125,5.96,15.2535241829552,0.2815,7290,0.3315,7.2972972972973,0.267610007451062,0.1796875,stop
5.747,15.8390971964945,0.205,7126,0.245,7.13313313313313,0.187016816771175,0.23828125,8.549,20.5225485746776,0.272,10543,0.3175,10.5535535535536,0.263583492742254,0.17578125,stop
7.324,17.3130586552463,0.258,9084,0.3055,9.09309309309309,0.259240112058568,0.18359375,8.567,20.3317731641881,0.3375,10364,0.393,10.3743743743744,0.315397071095159,0.171875,stop
4.279,12.0954123534504,0.188,5348,0.2345,5.35335335335335,0.244025774749826,0.17578125,7.484,19.1649680406725,0.317,9102,0.3755,9.11111111111111,0.26587323355523,0.20703125,stop
5.919,14.7753510956593,0.2445,7199,0.2835,7.20620620620621,0.251196624385312,0.2109375,7.878,17.2777892104285,0.3655,9639,0.4075,9.64864864864865,0.277990291346325,0.18359375,stop
7.389,20.8363864429512,0.261,8758,0.309,8.76676676676677,0.35604783496139,0.19921875,8.478,21.1227839074304,0.348,10278,0.395,10.2882882882883,0.263812724978338,0.2109375,stop
9.521,22.3004708470472,0.244,11720,0.288,11.7317317317317,0.263397903592136,0.171875,9.662,21.6271588517771,0.3595,11565,0.4045,11.5765765765766,0.273875236514329,0.21875,stop
7.944,18.21356637235,0.241,9682,0.289,9.69169169169169,0.270771921247054,0.18359375,10.309,23.8396518430954,0.3375,12755,0.3915,12.7677677677678,0.280464309019503,0.1875,stop
6.512,16.4053040203466,0.19,7936,0.229,7.94394394394394,0.243695323427381,0.1875,8.335,19.6810822873134,0.322,9876,0.3775,9.88588588588589,0.329515327997727,0.20703125,stop
7.619,18.3414012550841,0.2715,9841,0.3215,9.85085085085085,0.197172460620433,0.21484375,11.137,23.757167339563,0.3455,13281,0.4015,13.2942942942943,0.303782943719013,0.16796875,stop
6.418,16.0995652115205,0.254,7712,0.3175,7.71971971971972,0.265927126795687,0.1875,9.98,23.7256822873442,0.345,12146,0.393,12.1581581581582,0.240187751695455,0.1953125,stop
7.553,15.6938522995471,0.298,9230,0.329,9.23923923923924,0.219490311914639,0.19140625,9.219,21.1073210048078,0.329,11304,0.387,11.3153153153153,0.258092205795351,0.16796875,stop
7.914,16.1133485036475,0.277,9290,0.323,9.2992992992993,0.330294697115911,0.16796875,8.929,20.8837496633148,0.356,11056,0.406,11.0670670670671,0.266970203117666,0.1953125,stop
8.629,21.8296358192252,0.248,11024,0.286,11.035035035035,0.194397867920147,0.22265625,10.964,23.6738252084449,0.348,13012,0.3965,13.025025025025,0.327298441514418,0.1640625,stop
7.921,17.9061721202495,0.246,9654,0.285,9.66366366366366,0.238339397118735,0.203125,9.472,21.7222466609695,0.338,11078,0.388,11.0890890890891,0.268784508302867,0.2109375,stop
8.026,19.9092943119539,0.228,9622,0.2755,9.63163163163163,0.258062902425773,0.15625,9.697,20.1393396118145,0.37,11716,0.418,11.7277277277277,0.308408734896597,0.21875,stop
8.937,20.6082265127303,0.234,11138,0.264,11.1491491491492,0.22668516306759,0.2265625,11.187,23.1078125316959,0.333,13212,0.3835,13.2252252252252,0.313716121651546,0.17578125,stop
8.675,18.5706488847321,0.26,10954,0.307,10.964964964965,0.217728496832182,0.2421875,10.248,21.8337353652553,0.3545,12341,0.4045,12.3533533533534,0.263339247721208,0.1875,stop
9.248,20.5831970305878,0.234,11160,0.276,11.1711711711712,0.257563291427253,0.203125,10.746,23.1513714496571,0.312,13170,0.3545,13.1831831831832,0.263334774715875,0.16796875,stop
6.643,16.6566203054521,0.226,8136,0.263,8.14414414414414,0.248202330739827,0.19921875,10.748,22.5756948951743,0.3535,12915,0.392,12.9279279279279,0.303119107502873,0.21875,stop
7.763,18.985073083873,0.272,9610,0.316,9.61961961961962,0.23975890285723,0.1640625,9.374,19.7314976623671,0.3365,11265,0.3895,11.2762762762763,0.303524201941541,0.21484375,stop
9.834,19.7044664987408,0.307,11982,0.348,11.993993993994,0.259327273486939,0.1953125,10.685,23.6989662221794,0.358,13308,0.416,13.3213213213213,0.25466083039134,0.2109375,stop
8.226,16.3491284171359,0.277,10096,0.3155,10.1061061061061,0.242946807640772,0.2109375,10.514,20.0862639632163,0.3685,13160,0.4285,13.1731731731732,0.254774720780707,0.19921875,stop
7.793,18.4972700688507,0.228,9184,0.268,9.19319319319319,0.31270763655724,0.1953125,9.531,20.7798219434142,0.359,11718,0.417,11.7297297297297,0.291586171995565,0.18359375,stop
2.756,4.96648769252477,0.3045,3421,0.3565,3.42442442442442,0.289393996334609,0.16015625,13.889,29.0983676518117,0.3055,17232,0.37,17.2492492492493,0.200045881826749,0.20703125,back
1.931,4.28240586586559,0.233,2450,0.2765,2.45245245245245,0.28528485894113,0.171875,20.518,45.1117279651312,0.293,25378,0.3365,25.4034034034034,0.224777352701057,0.21484375,back
2.473,5.69324160737975,0.22,3158,0.255,3.16116116116116,0.286674901232461,0.1875,21.835,51.0307064422981,0.2855,28370,0.3315,28.3983983983984,0.129829233713073,0.2734375,back
3.078,5.45802161959808,0.336,3828,0.375,3.83183183183183,0.309563627983889,0.1640625,23.744,52.2896739328139,0.2805,30483,0.3335,30.5135135135135,0.184142249946503,0.20703125,back
1.702,3.54711150092579,0.2175,2189,0.2505,2.19119119119119,0.254011056390839,0.18359375,16.044,34.858714835748,0.277,20380,0.343,20.4004004004004,0.20753076376619,0.21484375,back
2.267,4.81321098644138,0.284,2844,0.332,2.84684684684685,0.299692046901233,0.17578125,17.963,38.727315941077,0.277,23460,0.3285,23.4834834834835,0.179555176075741,0.1953125,back
2.355,4.29266816793472,0.321,3052,0.364,3.05505505505505,0.254028400284477,0.1953125,20.88,44.2444120765549,0.341,25632,0.39,25.6576576576577,0.196797816692111,0.21875,back
2.822,4.8551004109081,0.36,3616,0.4115,3.61961961961962,0.241557780417444,0.22265625,24.431,54.1713854354861,0.294,31518,0.344,31.5495495495496,0.16114904082834,0.23828125,back
1.695,3.23310995791977,0.2625,2265,0.3055,2.26726726726727,0.211028369208623,0.1796875,21.983,41.7398011495024,0.3215,28143,0.3845,28.1711711711712,0.225077795931499,0.1875,back
1.834,3.5779882615794,0.299,2440,0.361,2.44244244244244,0.172550905084402,0.203125,22.013,45.1828396628632,0.333,26644,0.381,26.6706706706707,0.26419564763988,0.17578125,back
1.28,2.75499546279118,0.224,1738,0.267,1.73973973973974,0.180295826785799,0.23046875,18.788,37.5883758627584,0.305,24762,0.3595,24.7867867867868,0.1263747425569,0.26953125,back
1.69,3.38526217596215,0.271,2246,0.325,2.24824824824825,0.192493097788148,0.2265625,26.326,52.8392089267052,0.397,33820,0.438,33.8538538538539,0.16472213315946,0.21484375,back
1.19,2.40997925302273,0.238,1606,0.281,1.60760760760761,0.167699150734171,0.21484375,22.928,45.6431593998487,0.343,28214,0.4115,28.2422422422422,0.218759141537384,0.21875,back
1.627,3.01380158603714,0.286,2180,0.335,2.18218218218218,0.160298627669577,0.23046875,21.526,39.9692381713737,0.317,26727,0.365,26.7537537537537,0.221804426886313,0.18359375,back
1.761,3.18323734584778,0.302,2448,0.3475,2.45045045045045,0.150096821171563,0.21484375,23.904,44.58327040494,0.342,29332,0.3925,29.3613613613614,0.197262458727024,0.234375,back
1.953,3.66292233059889,0.26,2534,0.306,2.53653653653654,0.239390912586614,0.16796875,21.327,38.3829258915992,0.3135,26695,0.365,26.7217217217217,0.219297471092153,0.1953125,back
2.261,4.22125573733694,0.337,2940,0.393,2.94294294294294,0.239285519272111,0.203125,16.837,29.9871805943807,0.391,22326,0.441,22.3483483483483,0.126195237500229,0.18359375,back
1.671,3.06022874961987,0.2605,2231,0.2965,2.23323323323323,0.183763249081775,0.20703125,20.85,40.6376918635889,0.321,26574,0.377,26.6006006006006,0.229980227380128,0.171875,back
2.172,3.78470606520506,0.294,2870,0.344,2.87287287287287,0.197640099647287,0.20703125,23.835,42.5343038029306,0.3255,31841,0.3635,31.8728728728729,0.148162838670005,0.22265625,back
1.345,2.68384053177531,0.258,1870,0.295,1.87187187187187,0.132722356220215,0.171875,23.916,43.3516781682094,0.319,31552,0.361,31.5835835835836,0.152764567801458,0.1796875,back
2.561,4.39715817318413,0.315,3382,0.344,3.38538538538539,0.196881809367329,0.25,22.569,43.3494982669927,0.3375,29401,0.396,29.4304304304304,0.191050870538617,0.21484375,back
1.846,4.18616769850421,0.249,2444,0.288,2.44644644644645,0.272591597143251,0.20703125,22.865,45.2448118572727,0.299,29372,0.351,29.4014014014014,0.162340953023658,0.24609375,back
1.613,3.4186254547698,0.269,2138,0.312,2.14014014014014,0.268246205837552,0.16796875,16.121,31.751708615443,0.2925,20617,0.3425,20.6376376376376,0.174711852282572,0.19140625,back
1.026,2.01395134002786,0.242,1420,0.295,1.42142142142142,0.190799644602399,0.19921875,15.08,28.486733754504,0.3065,19237,0.361,19.2562562562563,0.179808421604419,0.16015625,back
1.965,3.25099984620117,0.337,2654,0.38,2.65665665665666,0.212765211823752,0.2265625,23.627,38.3207646061505,0.3495,28673,0.3775,28.7017017017017,0.250461236079318,0.1953125,back
1.655,2.98378953681388,0.269,2230,0.312,2.23223223223223,0.179263109181037,0.1875,26.806,47.9569807223099,0.325,33486,0.362,33.5195195195195,0.178866394780305,0.19921875,back
1.214,2.28823075759417,0.259,1654,0.305,1.65565565565566,0.194584029879738,0.16796875,15.491,27.7954852449098,0.2995,19817,0.3575,19.8368368368368,0.208230645879109,0.17578125,back
4.02,8.06126540935107,0.349,4860,0.389,4.86486486486487,0.335066929558373,0.15625,19.46,34.4809222614477,0.296,23400,0.353,23.4234234234234,0.265055700232097,0.1796875,back
2.074,3.47505395641564,0.3085,2757,0.3545,2.75975975975976,0.181185068719025,0.1953125,21.473,34.5465048883386,0.367,26734,0.41,26.7607607607608,0.22045988622348,0.19140625,back
2.12,3.78126962804823,0.347,2674,0.402,2.67667667667668,0.267000795204075,0.19140625,16.405,29.1648932794207,0.32,20358,0.362,20.3783783783784,0.27569524863266,0.1640625,back
2.227,3.96471940999612,0.2905,2849,0.3315,2.85185185185185,0.244659234367565,0.17578125,20.458,40.5409669346946,0.321,26176,0.373,26.2022022022022,0.18810172919608,0.1796875,back
1.635,2.87906234736242,0.3365,2339,0.3875,2.34134134134134,0.0928928489396189,0.2890625,17.58,32.6607409591393,0.3275,22637,0.3755,22.6596596596597,0.213926553131019,0.22265625,back
1.96,3.67450676962228,0.291,2606,0.3275,2.60860860860861,0.263367516077791,0.1875,25.132,48.0411906596829,0.338,32564,0.382,32.5965965965966,0.14490484676507,0.23828125,back
1.989,4.28917241434755,0.328,2626,0.376,2.62862862862863,0.295536970891244,0.1875,22.906,41.0311101482765,0.359,28938,0.393,28.966966966967,0.175165337491458,0.21875,back
2.031,3.58984679338826,0.296,2716,0.341,2.71871871871872,0.190886964675646,0.1953125,23.995,47.9271008929186,0.3645,30821,0.4105,30.8518518518518,0.20508294271422,0.23046875,back
3.329,5.80094819835516,0.3785,4186,0.4195,4.19019019019019,0.265704812627205,0.203125,17.962,32.8011585161256,0.323,21710,0.386,21.7317317317317,0.280807714858181,0.16796875,back
1.455,2.85184151032276,0.2625,1870,0.3135,1.87187187187187,0.260410920361472,0.171875,18.841,35.7042434452825,0.3305,24515,0.3725,24.5395395395395,0.167580163987637,0.25390625,back
1.461,2.56495613997589,0.303,1968,0.346,1.96996996996997,0.196817772659965,0.2265625,13.707,25.3963186308567,0.342,17948,0.3905,17.965965965966,0.175420239697813,0.19921875,back
1.465,2.73769976440076,0.302,2076,0.348,2.07807807807808,0.148752087511473,0.2734375,23.489,41.6386959449981,0.339,29198,0.399,29.2272272272272,0.182289245083068,0.18359375,back
2.485,5.03537486191445,0.316,3154,0.3735,3.15715715715716,0.264144370969904,0.1875,21.55,37.4051868061102,0.345,26836,0.388,26.8628628628629,0.176313243101322,0.19921875,back
1.763,3.1344856037315,0.299,2366,0.3495,2.36836836836837,0.212009455571103,0.19140625,26.12,46.0714879290869,0.341,32406,0.41,32.4384384384384,0.187303089805402,0.1640625,back
1.865,3.40895878531847,0.289,2438,0.344,2.44044044044044,0.270361979841867,0.18359375,20.534,38.5014545179789,0.333,25646,0.3755,25.6716716716717,0.205178634474942,0.2109375,back
1.445,2.44724334711528,0.319,1928,0.36,1.92992992992993,0.210180583353196,0.203125,18.139,31.0864118225311,0.365,23356,0.406,23.3793793793794,0.179320217574916,0.16796875,back
1.689,3.05761344842673,0.309,2244,0.371,2.24624624624625,0.264823448464606,0.1953125,20.388,35.0285883243958,0.386,26298,0.434,26.3243243243243,0.203729344699274,0.19921875,back
1.522,2.68626134246093,0.32,2086,0.383,2.08808808808809,0.182494756292449,0.2421875,17.886,30.4426674258351,0.3845,22414,0.428,22.4364364364364,0.227334890221473,0.24609375,back
0.983,1.91911437908218,0.285,1494,0.34,1.4954954954955,0.103719550046802,0.2578125,16.747,29.8005536861314,0.372,21362,0.429,21.3833833833834,0.162556689313649,0.2265625,back
1.325,2.40020832429187,0.285,1868,0.341,1.86986986986987,0.137422027017775,0.2734375,16.924,31.5375014863258,0.3385,20880,0.3825,20.9009009009009,0.237688816299483,0.18359375,back
1.367,2.51137412585222,0.257,1814,0.299,1.81581581581582,0.202110618932463,0.203125,24.494,43.7743760663702,0.348,31544,0.397,31.5755755755756,0.183539083884227,0.17578125,back
2.077,3.74392841811913,0.279,2674,0.3205,2.67667667667668,0.211885060987759,0.23828125,30.532,54.5026237900525,0.332,39164,0.367,39.2032032032032,0.176316464016065,0.23046875,back
1.753,3.14149645869608,0.3185,2341,0.3735,2.34334334334334,0.156548753727781,0.2265625,23.738,44.0433195842457,0.348,30672,0.403,30.7027027027027,0.157636829943474,0.2265625,back
1.333,2.34882949572761,0.2955,1817,0.341,1.81881881881882,0.203219173856076,0.1953125,19.505,37.6214433534919,0.3435,24337,0.386,24.3613613613614,0.172297503776541,0.2109375,back
1.962,3.17048892128643,0.3385,2603,0.38,2.60560560560561,0.206724164234532,0.203125,26.155,45.1136232195996,0.3505,33793,0.3965,33.8268268268268,0.18476080975923,0.20703125,back
2.783,5.05084151404496,0.351,3510,0.3925,3.51351351351351,0.332835532759097,0.1796875,20.913,37.0407478326235,0.351,27088,0.394,27.1151151151151,0.195017187742867,0.1875,back
1.306,2.37907545067406,0.2765,1719,0.326,1.72072072072072,0.218551236749117,0.2109375,20.142,38.8177794315955,0.346,26344,0.395,26.3703703703704,0.177232277435314,0.21484375,back
1.716,3.68727541688982,0.283,2304,0.3335,2.30630630630631,0.219878795982367,0.19921875,19.352,37.6697491364092,0.3235,25653,0.369,25.6786786786787,0.142214029257973,0.28125,back
3.789,6.20120955943274,0.361,4740,0.3955,4.74474474474475,0.261732938252724,0.16796875,31.739,52.4354174199081,0.386,40830,0.434,40.8708708708709,0.156428429484127,0.234375,back
1.918,3.45398320783411,0.3175,2598,0.368,2.6006006006006,0.192780356630721,0.24609375,31.684,57.4616219750191,0.3635,40331,0.4095,40.3713713713714,0.191194142958529,0.17578125,back
1.915,3.13033544528378,0.3345,2463,0.3865,2.46546546546547,0.278037906359028,0.1796875,21.765,37.6984217176263,0.361,28474,0.405,28.5025025025025,0.160109881038454,0.20703125,back
9.411,22.5871866331334,0.224,12793,0.269,12.8058058058058,0.124201167183935,0.23046875,1.214,2.41743665894269,0.296,1740,0.355,1.74174174174174,0.117575738260544,0.18359375,front
10.469,26.3186055861628,0.209,13373,0.246,13.3863863863864,0.206423914254945,0.19140625,1.23,2.39332404826425,0.298,1766,0.357,1.76776776776777,0.0996109193533011,0.29296875,front
